F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Target1,Target2,Target3,Target4,Target5
64.4,1.15,32,26.16,172.25,31.9,0.188,244.1,315,1.08,99.429,1.59,8760,25.8,58,0.873,0.681,69.2,9.51,43.78
45,1.08,49.2,41.15,94.81,35.4,0.347,209.5,224,1.86,101.233,1.73,8853,30.1,47,0.701,1.47,57.3,2.5,46.54
62.2,1.66,71.6,44.22,110.29,32.1,0.347,284.2,53,1.91,100.395,2.21,5101,22.1,1074,0.802,1.987,64.1,5.16,24.08
69.5,2.63,52,13.79,177.29,25.2,0.302,352.7,360,1.85,100.796,2.68,2409,21.7,967,0.89,0.814,69.9,2.35,94.05
80.1,2.4,80,26.6,94.14,46.3,0.112,149.6,371,0.91,101.696,2.04,4106,31.8,918,0.837,0.86,69.1,3.62,39.56
42.9,2.54,82,13.72,172.78,48.8,0.258,213.2,116,1.1,101.451,2.25,7217,19.8,617,0.898,0.779,75.1,9.3,17.01
30.9,2.07,36.8,10.68,188.41,34.3,0.333,139,184,1.78,104.205,2.74,8610,18.4,1970,0.79,0.473,66.6,2.82,10.01
38.1,1.97,65.4,36.94,143.55,33.6,0.137,284.4,104,1.02,100.865,2.88,4241,15.1,547,0.841,1.422,69.6,9.17,35.67
82.3,1.35,66.3,33.69,160.01,25.4,0.176,317,80,1.4,100.881,1.75,5270,19.4,988,0.826,2.007,65.2,3.43,41.2
82.4,1.67,55,17.14,165.17,42.7,0.377,375.1,123,0.67,99.363,1.58,9144,25.6,826,0.714,0.908,56.2,8.96,28.76
65.8,1.9,97.7,19.36,172.73,46.7,0.106,184.7,68,0.6,100.107,1.95,1101,25.5,349,0.884,1.024,70.3,6.21,11.44
67.8,1.22,88.6,10.83,101.79,28.3,0.313,386.4,205,1.14,97.397,2.64,8613,20.3,394,0.882,0.367,72,9.04,26.18
71.8,1.45,79.2,43.47,47.59,29.3,0.244,120.9,386,1.35,98.717,2.96,1557,16.4,1873,0.838,2.072,69.2,3.23,80.27
40.1,2.22,80.1,48.27,100.61,45.8,0.243,287.4,205,1.08,102.226,1.63,4867,30,1731,0.897,1.877,71.2,8.12,96.28
83.8,2.46,62.3,15.42,145.44,40.6,0.104,118.6,196,1.38,96.872,1.52,2196,30.4,401,0.763,1.15,64.2,7.33,21.2
53.6,3.14,92.1,19.09,114.22,25.7,0.354,363.1,136,1.29,102.754,2.79,5999,34,1747,0.838,1.151,70.2,6.36,51.68
52.8,2.91,79.1,44.04,163.25,39.7,0.214,259.8,69,1.56,99.385,2.6,5712,33,424,0.867,2.018,73.8,8.5,32.56
60.6,2.27,84.1,47.81,95.8,33,0.256,291.1,318,1.47,98.137,2.99,3836,32.5,1275,0.858,1.981,68,7.23,159.14
34.5,1.82,91.6,25.88,136.26,33.4,0.31,346.2,382,1.14,99.408,2.07,8701,30.3,163,0.848,0.902,69.1,8.94,100.95
39.1,2.19,49.6,12.45,70.71,43.5,0.323,137.7,92,1.1,101.168,2.15,6342,27.3,1797,0.855,0.632,69.9,5.05,7.2
74.4,2.49,83.8,11.63,156.45,44.8,0.382,110.8,355,0.7,100.148,1.74,7150,17.9,102,0.72,0.708,58,7.01,19.97
34.5,1.22,44.6,34.18,124.76,35.2,0.257,359.8,77,1.29,103.806,1.71,1524,27.3,1110,0.897,1.381,76.3,8.97,33.96
66.2,1.85,55,26.21,72.24,49.2,0.227,197.2,309,1.35,100.848,2.33,8882,16,1571,0.853,1.532,67,3.8,74.04
44.4,2.7,54.7,10.85,86.05,34.7,0.397,136,71,1.17,101.017,2.08,1670,32.4,232,0.806,0.354,66.7,6.05,2.84
54.2,1.72,96.7,33.38,157.25,43.1,0.288,241.4,150,1,101.058,1.68,2255,24.8,804,0.939,1.838,75.2,9.4,61.75
47.7,2.1,89.2,10.08,115.58,37.7,0.185,277.4,88,1.57,100.227,2.93,1290,28.3,82,0.969,0.458,75.1,5.77,10.84
52.1,2.19,76.7,40.74,73.82,48.1,0.138,108.4,339,0.6,99.478,1.77,4467,15.6,1377,0.878,2.079,72.2,4.01,62.58
72,1.41,78.4,22.2,191.98,48.1,0.342,179.7,349,1.82,100.161,2.68,8933,26.4,639,0.868,1.248,71,5,67.66
48.9,1.69,68.5,11.45,152.41,27.4,0.205,110.5,219,0.52,100.453,1.84,2559,21.2,1132,0.79,0.26,64.1,9.42,4.98
63.4,1.68,97.2,33.21,191.96,48,0.294,225.4,345,1.93,99.847,2.63,3785,20.4,1859,0.868,1.348,69.3,9.36,91.12
56.9,1.04,64.2,25.56,109.1,45.5,0.247,361.5,179,1.19,102.481,1.7,8446,22.5,628,0.777,0.91,62.7,9.41,46.04
69.6,1.04,55.9,51.13,116.59,44.9,0.164,395.8,205,1.15,102.267,2.66,6174,14.8,97,0.872,1.993,71.9,7.78,141.93
86.4,2.6,41.7,31.84,181.68,29.5,0.287,292.9,123,0.88,97.624,1.67,7528,23.7,1372,0.819,2.039,68.7,6.01,59.24
72.1,1.57,79.5,21.27,123.22,45.5,0.116,153,391,0.51,101.902,2.15,2087,24.6,1591,0.857,0.849,69.9,3.51,43.15
43.6,2.02,80.5,38.34,157.28,46.4,0.224,367.4,139,0.91,99.96,2.54,6944,32.3,1859,0.872,1.809,69.8,2.97,74.76
31.4,1.59,57.3,21,81.93,32.1,0.262,252.9,116,0.63,99.342,1.7,2299,24.6,316,0.854,0.685,67.4,2.43,16.6
45,2.94,31.5,44.27,112.7,49.7,0.232,142.4,285,1.48,101.375,1.9,9983,22.3,818,0.852,1.423,68.7,2.2,47.71
65.7,1.55,91,25.82,57.64,26.2,0.329,373.1,249,0.99,100.531,2.83,5596,35.4,1670,0.79,0.819,68.2,8.89,61.07
33.7,1.83,30.4,31.53,73.11,29.1,0.345,320.3,381,1.65,98.197,2.88,7006,26.3,1665,0.885,0.909,69.7,8.45,96.97
58.3,2.76,78.3,12.3,39.61,37.5,0.325,326.6,276,0.82,101.607,1.58,1200,24.2,1275,0.878,0.46,72.9,6.39,36.71
67,2.73,96,27.69,45.4,40.1,0.115,316,397,1.89,99.781,1.76,2528,24.9,534,0.82,1.051,71,9.77,101.75
47.9,1.37,59.7,41.74,194.95,41.6,0.162,156.7,282,1.24,101.531,1.73,1413,31.7,569,0.934,0.864,80.2,9.64,36.13
76.8,2.64,46.7,42.27,80.43,26.5,0.263,160.1,315,0.66,99.958,1.82,3801,21.6,243,0.819,1.993,66.9,7.1,80.4
35.6,1.9,80.6,19.13,148.73,50.6,0.372,303.1,135,1.12,101.564,3.01,2935,22.9,1879,0.911,0.512,78.5,5.89,21.55
34,1.95,91,19.08,172.1,26.6,0.357,170.2,151,0.81,101.85,2.38,7377,30.2,339,0.87,0.524,69.4,3.26,11.3
76.3,1.24,69,42.69,128.32,28.3,0.352,228.8,263,0.8,102.342,2.22,1107,16.5,1157,0.843,1.272,67.8,6.22,63.87
58.5,1.2,95.4,46.8,63.96,24.9,0.182,333.4,157,1.29,98.732,3.01,7609,32.9,1214,0.889,1.651,72.5,3.24,77.45
71.2,2.43,34.5,13.62,155.75,38.6,0.226,345.5,214,1.48,103.617,2.3,448,23.6,731,0.75,0.804,63.9,5.16,44.86
54.9,1.96,66,28.59,138.75,48.8,0.243,237.9,140,1.84,99.67,2.51,1992,26.6,711,0.908,0.904,74.9,9.63,27.44
45.5,1.83,80.3,23.69,156.8,42.7,0.147,327.9,241,1.23,97.574,1.97,7837,30.1,1300,0.747,0.999,60.3,4.48,62.13
79.8,2.46,92.3,44.99,157.43,44.5,0.11,338.7,384,1.9,100.356,2.12,7598,19.5,779,0.864,2.057,72.4,3.19,241.94
78.8,2.48,44.6,12.91,196.61,24.9,0.388,297,135,1.9,99.608,2.42,4672,32.7,501,0.725,0.738,58.3,6.42,20.92
73.3,1.3,85.7,18.35,136.56,38.6,0.168,176.3,271,1.8,98.819,1.59,487,33.8,804,0.951,0.848,76.7,6.85,38.69
46,2.26,67.5,40.05,93.34,35.7,0.174,187.1,150,1.22,100.058,1.91,6151,24.8,1601,0.87,1.724,70,3.47,42.03
66.8,1.28,59.3,12.25,148.21,37.2,0.127,195.9,275,0.71,101.486,1.84,4210,33.7,1899,0.76,0.335,59.8,3.56,12.78
53.2,2.44,41.3,28.67,51.58,27.5,0.378,137.2,109,0.82,100.636,1.5,3112,15.2,1271,0.924,1.713,74.2,9.74,24
35.7,2.35,90.8,27.08,187.9,42.7,0.274,185.1,299,1.47,102.654,2.29,6588,34.2,1484,0.926,1.392,75.4,4.06,71.92
83.2,2.92,41,24.22,60.14,38.2,0.3,157.5,97,1.17,99.714,2.3,4431,21.8,1045,0.724,1.845,62.5,9.1,22.43
37.3,1.16,51.9,25.37,92.78,43.3,0.385,237.6,166,0.72,100.844,2.07,916,21.2,1311,0.876,0.609,71,5.87,19.73
87.8,1.15,50.8,30.04,168.43,35.8,0.205,382.3,276,1.22,100.46,1.95,8917,19.8,1971,0.752,1.974,59.8,5.59,147.38
55.5,1.51,88.4,16.22,136.05,28.5,0.287,136.8,82,0.55,103.686,2.48,7732,21.2,870,0.908,0.647,72.8,4.36,6.34
